,COURSE,A%,B%
4063,SOAD-S 559,58.33,41.67
4064,SOAD-S 560,,
4065,SOAD-S 561,100.0,0.0
4066,SOAD-S 568,100.0,0.0
4067,SOAD-S 569,100.0,0.0
4068,SOAD-S 571,,
4069,SOAD-S 579,,
4070,SOAD-S 580,,
4071,SOAD-S 581,,
4072,SOAD-S 589,100.0,0.0
4073,SOAD-S 590,,
4074,SOAD-S 591,66.03,33.97
4075,SOAD-S 599,90.47,9.53
4076,SOAD-S 710,,
4077,SOAD-S 720,,
4078,SOAD-S 730,,
4079,SOAD-S 740,,
4080,SOAD-S 750,,
4081,SOAD-S 760,,
4082,SOAD-S 770,,
4083,SOAD-S 780,,
4084,SOAD-S 790,,
4085,SOAD-U 400,,
4086,SOAD-U 401,,
4087,SOAD-U 402,,
4088,SOAD-U 450,77.8,22.2
4089,SOAD-U 700,100.0,0.0
4090,SOAD-W 200,,
4091,SOAD-X 371,97.63,2.37
4092,SOAD-X 373,,
4093,SOAD-X 376,,
4094,SOAD-X 476,,
4095,SOAD-X 490,,
4096,SOAD-X 491,,
4097,SOAD-X 492,,
4098,SOAD-Z 501,72.7,27.3
4099,SOAD-Z 511,63.6,36.4
4100,SOAD-Z 521,87.5,12.5
4101,SOAD-Z 531,45.0,55.0
4102,SOC-G 599,,
4103,SOC-G 901,,
4104,SOC-S 100,50.69,34.9
4105,SOC-S 101,53.26,31.94
4106,SOC-S 105,69.6,10.15
4107,SOC-S 110,43.91,38.72
4108,SOC-S 215,60.71,30.89
4109,SOC-S 217,37.82,38.92
4110,SOC-S 230,46.64,38.09
4111,SOC-S 311,43.65,39.22
4112,SOC-S 312,34.24,37.57
4113,SOC-S 315,71.53,25.73
4114,SOC-S 316,43.3,38.66
4115,SOC-S 320,45.95,35.41
4116,SOC-S 321,25.13,42.01
4117,SOC-S 324,36.23,41.58
4118,SOC-S 325,38.71,36.83
4119,SOC-S 335,38.42,36.83
4120,SOC-S 339,34.28,39.95
4121,SOC-S 340,38.92,48.27
4122,SOC-S 344,61.66,28.91
4123,SOC-S 358,43.0,44.28
4124,SOC-S 365,66.8,26.95
4125,SOC-S 370,41.11,36.48
4126,SOC-S 371,44.84,34.37
4127,SOC-S 410,64.19,25.51
4128,SOC-S 431,64.13,26.89
4129,SOC-S 498,100.0,0.0
4130,SOC-S 500,,
4131,SOC-S 502,,
4132,SOC-S 506,100.0,0.0
4133,SOC-S 530,74.43,25.57
4134,SOC-S 540,94.1,5.9
4135,SOC-S 558,96.5,2.38
4136,SOC-S 566,100.0,0.0
4137,SOC-S 567,100.0,0.0
4138,SOC-S 569,,
4139,SOC-S 617,100.0,0.0
4140,SOC-S 650,95.7,4.3
4141,SOC-S 651,94.81,4.63
4142,SOC-S 660,89.95,10.05
4143,SOC-S 864,83.3,16.7
4144,SOC-S 866,,
4145,SOC-S 869,100.0,0.0
4146,SOC-X 373,,
4147,SOC-X 477,98.52,1.48
4148,SOC-X 490,100.0,0.0
4149,SPCN-F 526,,
4150,SPCN-F 610,,
4151,SPCN-N 525,,
4152,SPCN-N 557,,
4153,SPCN-N 558,,
4154,SPCN-P 541,,
4155,SPCN-P 562,,
4156,SPCN-V 502,,
4157,SPCN-V 506,,
4158,SPEA-A 163,55.44,31.25
4159,SPEA-A 236,61.19,26.47
4160,SPEA-A 241,73.44,20.6
4161,SPEA-A 336,62.63,29.09
4162,SPEA-A 354,50.57,38.45
4163,SPEA-A 405,43.79,44.53
4164,SPEA-A 431,75.0,25.0
4165,SPEA-A 450,62.81,29.37
4166,SPEA-A 459,49.88,46.58
4167,SPEA-A 499,100.0,0.0
4168,SPEA-D 573,91.4,7.82
4169,SPEA-D 577,94.28,5.75
4170,SPEA-E 183,45.7,37.78
4171,SPEA-E 272,23.41,43.7
4172,SPEA-E 311,42.67,43.17
4173,SPEA-E 332,31.84,50.87
4174,SPEA-E 340,19.23,65.25
4175,SPEA-E 355,63.0,31.49
4176,SPEA-E 363,40.72,31.54
4177,SPEA-E 375,41.66,43.59
4178,SPEA-E 400,58.02,33.69
4179,SPEA-E 410,56.35,27.12
4180,SPEA-E 418,52.57,34.69
4181,SPEA-E 422,13.04,56.45
4182,SPEA-E 440,73.4,24.02
4183,SPEA-E 444,,
4184,SPEA-E 452,52.32,39.72
4185,SPEA-E 455,38.56,41.98
4186,SPEA-E 457,54.5,42.02
4187,SPEA-E 460,68.3,24.39
4188,SPEA-E 461,90.56,9.44
4189,SPEA-E 476,56.91,40.17
4190,SPEA-E 490,,
4191,SPEA-E 491,,
4192,SPEA-E 499,,
4193,SPEA-E 515,55.69,40.54
4194,SPEA-E 518,63.33,35.05
4195,SPEA-E 520,82.85,13.92
4196,SPEA-E 522,56.59,41.41
4197,SPEA-E 528,79.66,18.67
4198,SPEA-E 536,57.16,37.78
4199,SPEA-E 538,50.99,43.11
4200,SPEA-E 539,50.45,40.47
4201,SPEA-E 540,79.67,20.33
4202,SPEA-E 542,100.0,0.0
4203,SPEA-E 543,68.21,27.43
4204,SPEA-E 552,47.44,49.96
4205,SPEA-E 554,66.66,33.34
4206,SPEA-E 555,79.72,19.37
4207,SPEA-E 556,42.97,54.97
4208,SPEA-E 562,94.28,5.02
4209,SPEA-E 574,86.3,12.97
4210,SPEA-E 579,75.0,25.0
4211,SPEA-E 582,,
4212,SPEA-E 589,,
4213,SPEA-E 591,86.28,13.72
4214,SPEA-E 625,98.41,1.59
4215,SPEA-E 680,99.38,0.62
4216,SPEA-E 710,100.0,0.0
4217,SPEA-E 890,,
4218,SPEA-F 560,62.75,34.03
4219,SPEA-F 610,87.73,11.28
4220,SPEA-F 667,42.84,56.24
4221,SPEA-F 668,,
4222,SPEA-G 901,100.0,0.0
4223,SPEA-H 124,28.8,45.95
4224,SPEA-H 267,85.04,12.23
4225,SPEA-H 316,24.44,42.88
4226,SPEA-H 322,55.73,35.71
4227,SPEA-H 324,36.2,44.44
4228,SPEA-H 341,33.97,47.51
4229,SPEA-H 350,,
4230,SPEA-H 352,10.37,32.53
4231,SPEA-H 353,12.18,34.54
4232,SPEA-H 354,24.7,39.35
4233,SPEA-H 365,,
4234,SPEA-H 374,53.57,38.43
4235,SPEA-H 401,74.61,21.66
4236,SPEA-H 455,53.62,33.83
4237,SPEA-H 456,56.49,34.7
4238,SPEA-H 466,,
4239,SPEA-H 499,100.0,0.0
4240,SPEA-H 525,,
4241,SPEA-H 526,83.3,16.7
4242,SPEA-I 516,94.68,5.32
4243,SPEA-I 519,94.04,5.96
4244,SPEA-J 586,,
4245,SPEA-K 300,27.71,48.19
4246,SPEA-L 564,100.0,0.0
4247,SPEA-L 622,86.32,13.68
4248,SPEA-M 547,64.37,35.63
4249,SPEA-M 561,93.04,5.16
4250,SPEA-M 671,92.85,7.15
4251,SPEA-N 521,74.28,22.84
4252,SPEA-P 541,78.82,19.75
4253,SPEA-P 562,59.95,36.78
4254,SPEA-P 690,91.67,8.33
4255,SPEA-P 691,100.0,0.0
4256,SPEA-P 710,77.3,20.88
4257,SPEA-P 723,,
4258,SPEA-R 512,,
4259,SPEA-R 532,,
4260,SPEA-R 564,,
4261,SPEA-R 626,,
4262,SPEA-S 161,94.69,4.04
4263,SPEA-S 163,88.52,4.18
4264,SPEA-S 236,89.72,10.28
4265,SPEA-S 272,63.7,34.51
4266,SPEA-S 316,60.12,35.7
4267,SPEA-S 332,,
4268,SPEA-S 336,100.0,0.0
4269,SPEA-S 339,95.45,4.55
4270,SPEA-S 341,100.0,0.0
4271,SPEA-S 353,,
4272,SPEA-S 362,80.47,17.58
4273,SPEA-S 363,83.3,16.7
4274,SPEA-S 373,92.85,7.15
4275,SPEA-S 405,,
4276,SPEA-S 432,,
4277,SPEA-S 440,,
4278,SPEA-S 452,,
4279,SPEA-S 456,,
4280,SPEA-S 515,85.1,14.93
4281,SPEA-S 596,30.67,53.47
4282,SPEA-V 100,43.72,22.79
4283,SPEA-V 161,35.47,45.18
4284,SPEA-V 181,39.28,43.78
4285,SPEA-V 182,25.89,47.12
4286,SPEA-V 184,50.67,34.32
4287,SPEA-V 185,29.83,53.17
4288,SPEA-V 186,39.06,39.24
4289,SPEA-V 202,21.4,28.6
4290,SPEA-V 221,56.4,29.54
4291,SPEA-V 236,47.02,42.31
4292,SPEA-V 246,40.1,35.82
4293,SPEA-V 252,78.96,15.17
4294,SPEA-V 261,50.62,32.71
4295,SPEA-V 267,100.0,0.0
4296,SPEA-V 272,28.33,47.68
4297,SPEA-V 275,68.09,24.89
4298,SPEA-V 336,51.04,36.18
4299,SPEA-V 339,50.01,44.35
4300,SPEA-V 340,44.29,37.06
4301,SPEA-V 346,34.85,34.73
4302,SPEA-V 348,33.07,36.82
4303,SPEA-V 361,21.64,32.99
4304,SPEA-V 362,40.55,42.55
4305,SPEA-V 365,43.03,53.81
4306,SPEA-V 369,34.05,50.22
4307,SPEA-V 370,45.99,37.8
4308,SPEA-V 371,22.25,45.3
4309,SPEA-V 373,46.32,42.34
4310,SPEA-V 378,96.47,3.53
4311,SPEA-V 379,40.25,38.98
4312,SPEA-V 380,,
4313,SPEA-V 381,,
4314,SPEA-V 386,45.91,42.29
4315,SPEA-V 390,,
4316,SPEA-V 391,,
4317,SPEA-V 401,37.01,41.59
4318,SPEA-V 405,67.38,28.18
4319,SPEA-V 407,70.14,26.21
4320,SPEA-V 409,,
4321,SPEA-V 412,37.6,53.64
4322,SPEA-V 424,,
4323,SPEA-V 425,,
4324,SPEA-V 432,56.49,34.97
4325,SPEA-V 435,26.2,52.57
4326,SPEA-V 436,51.52,32.43
4327,SPEA-V 437,76.3,21.63
4328,SPEA-V 439,10.53,54.7
4329,SPEA-V 443,50.03,39.76
4330,SPEA-V 450,53.61,37.31
4331,SPEA-V 456,58.38,37.6
4332,SPEA-V 458,55.28,35.83
4333,SPEA-V 462,38.39,47.54
4334,SPEA-V 475,51.99,34.0
4335,SPEA-V 476,45.54,47.66
4336,SPEA-V 477,24.39,58.82
4337,SPEA-V 478,24.64,48.6
4338,SPEA-V 479,52.96,37.8
4339,SPEA-V 482,74.09,23.74
4340,SPEA-V 490,,
4341,SPEA-V 491,57.1,42.9
4342,SPEA-V 499,97.49,2.51
4343,SPEA-V 502,77.48,20.48
4344,SPEA-V 506,59.64,37.01
4345,SPEA-V 517,49.11,42.9
4346,SPEA-V 540,67.18,29.53
4347,SPEA-V 550,80.7,18.04
4348,SPEA-V 579,,
4349,SPEA-V 580,94.64,4.92
4350,SPEA-V 582,100.0,0.0
4351,SPEA-V 585,,
4352,SPEA-V 590,94.45,5.55
4353,SPEA-V 600,87.14,12.01
4354,SPEA-V 606,64.97,33.87
4355,SPEA-V 640,83.9,13.16
4356,SPEA-V 890,100.0,0.0
4357,SPH-A 362,68.4,20.05
4358,SPH-A 363,77.1,18.47
4359,SPH-A 465,100.0,0.0
4360,SPH-A 481,78.27,20.7
4361,SPH-A 483,89.28,10.72
4362,SPH-A 490,66.23,32.5
4363,SPH-A 494,92.43,6.42
4364,SPH-A 510,,
4365,SPH-A 511,,
4366,SPH-A 512,,
4367,SPH-A 581,62.5,30.83
4368,SPH-A 585,78.2,21.83
4369,SPH-A 587,82.23,17.77
4370,SPH-A 610,,
4371,SPH-A 611,,
4372,SPH-A 695,,
4373,SPH-B 150,47.99,33.77
4374,SPH-B 310,78.1,15.14
4375,SPH-B 315,68.61,20.9
4376,SPH-B 350,38.1,47.6
4377,SPH-B 354,74.82,19.69
4378,SPH-B 366,80.08,15.07
4379,SPH-B 403,81.6,16.16
4380,SPH-B 416,89.66,7.31
4381,SPH-B 491,,
4382,SPH-B 492,,
4383,SPH-B 496,,
4384,SPH-B 589,79.71,17.61
4385,SPH-B 602,70.8,27.68
4386,SPH-B 615,95.82,0.0
4387,SPH-B 630,100.0,0.0
4388,SPH-B 634,100.0,0.0
4389,SPH-B 650,96.43,2.27
4390,SPH-B 675,,
4391,SPH-B 691,,
4392,SPH-B 692,,
4393,SPH-B 696,,
4394,SPH-B 702,90.22,9.78
4395,SPH-C 213,22.31,42.61
4396,SPH-C 329,37.8,49.66
4397,SPH-C 497,,
4398,SPH-C 580,82.73,17.27
4399,SPH-E 311,59.09,29.54
4400,SPH-E 350,100.0,0.0
4401,SPH-E 353,76.9,23.1
4402,SPH-E 358,83.35,16.65
4403,SPH-E 359,61.5,38.5
4404,SPH-E 496,,
4405,SPH-E 651,53.25,40.33
4406,SPH-E 653,87.45,11.63
4407,SPH-E 657,88.32,10.26
4408,SPH-E 691,100.0,0.0
4409,SPH-E 692,,
4410,SPH-E 696,,
4411,SPH-E 698,95.45,4.55
4412,SPH-E 758,84.5,15.5
4413,SPH-E 759,100.0,0.0
4414,SPH-E 790,,
4415,SPH-E 792,,
4416,SPH-E 793,,
4417,SPH-E 794,100.0,0.0
4418,SPH-E 799,,
4419,SPH-F 150,65.2,22.98
4420,SPH-F 255,61.57,25.79
4421,SPH-F 258,74.77,18.49
4422,SPH-F 345,62.67,32.58
4423,SPH-F 346,62.9,25.98
4424,SPH-F 347,88.98,9.62
4425,SPH-F 348,80.76,15.73
4426,SPH-F 417,95.54,3.87
4427,SPH-F 430,63.85,25.22
4428,SPH-F 453,68.68,23.64
4429,SPH-F 457,88.56,8.55
4430,SPH-F 458,52.62,31.41
4431,SPH-F 491,,
4432,SPH-F 492,,
4433,SPH-F 493,,
4434,SPH-F 496,,
4435,SPH-F 497,,
4436,SPH-F 531,,
4437,SPH-F 532,,
4438,SPH-F 559,,
4439,SPH-F 598,,
4440,SPH-F 691,,
4441,SPH-F 692,,
4442,SPH-G 599,,
4443,SPH-G 901,,
4444,SPH-H 150,51.55,38.26
4445,SPH-H 160,72.66,23.79
4446,SPH-H 170,46.95,40.99
4447,SPH-H 172,45.76,46.59
4448,SPH-H 174,68.06,24.55
4449,SPH-H 180,72.26,18.4
4450,SPH-H 220,49.55,42.29
4451,SPH-H 235,63.16,30.59
4452,SPH-H 263,69.51,22.64
4453,SPH-H 305,51.5,31.49
4454,SPH-H 306,70.03,22.76
4455,SPH-H 315,65.07,23.02
4456,SPH-H 318,62.8,26.48
4457,SPH-H 319,49.1,49.72
4458,SPH-H 320,83.08,13.21
4459,SPH-H 334,46.55,38.2
4460,SPH-H 350,82.4,12.95
4461,SPH-H 351,73.57,22.35
4462,SPH-H 395,89.38,4.77
4463,SPH-H 401,72.27,23.67
4464,SPH-H 403,100.0,0.0
4465,SPH-H 404,97.54,2.3
4466,SPH-H 452,71.45,14.3
4467,SPH-H 453,,
4468,SPH-H 460,93.31,4.9
4469,SPH-H 464,56.3,43.8
4470,SPH-H 481,,
4471,SPH-H 482,,
4472,SPH-H 494,63.62,27.3
4473,SPH-H 510,33.3,66.7
4474,SPH-H 518,,
4475,SPH-H 520,,
4476,SPH-H 524,,
4477,SPH-H 530,100.0,0.0
4478,SPH-H 555,100.0,0.0
4479,SPH-H 595,100.0,0.0
4480,SPH-H 599,,
4481,SPH-H 633,33.3,66.7
4482,SPH-H 650,,
4483,SPH-H 661,66.73,25.7
4484,SPH-H 662,81.95,18.05
4485,SPH-H 681,,
4486,SPH-H 682,,
4487,SPH-H 685,,
4488,SPH-H 696,,
4489,SPH-H 697,,
4490,SPH-H 710,,
4491,SPH-H 750,90.9,6.62
4492,SPH-H 791,,
4493,SPH-H 792,,
4494,SPH-H 799,,
4495,SPH-I 100,89.33,7.14
4496,SPH-I 102,,
4497,SPH-I 103,91.05,8.7
4498,SPH-I 106,78.28,17.67
4499,SPH-I 111,95.17,3.22
4500,SPH-I 113,84.84,10.63
4501,SPH-I 117,86.71,8.75
4502,SPH-I 119,65.23,24.59
4503,SPH-I 127,94.3,3.62
4504,SPH-I 130,87.13,5.83
4505,SPH-I 133,,
4506,SPH-I 134,97.73,1.82
4507,SPH-I 135,96.07,3.41
4508,SPH-I 137,86.25,8.47
4509,SPH-I 138,100.0,0.0
4510,SPH-I 140,95.62,2.39
4511,SPH-I 143,97.28,0.0
4512,SPH-I 144,93.79,1.0
4513,SPH-I 145,95.18,1.92
4514,SPH-I 146,94.5,3.51
4515,SPH-I 147,90.61,5.98
4516,SPH-I 148,92.6,5.55
4517,SPH-I 149,83.35,15.8
4518,SPH-I 150,79.62,16.21
4519,SPH-I 151,90.72,7.12
4520,SPH-I 152,95.37,0.88
4521,SPH-I 153,100.0,0.0
4522,SPH-I 157,91.03,4.92
4523,SPH-I 158,80.62,13.72
4524,SPH-I 159,98.02,0.7
4525,SPH-I 168,,
4526,SPH-I 181,95.35,3.41
4527,SPH-I 185,95.8,3.07
4528,SPH-I 187,,
4529,SPH-I 190,94.96,3.2
4530,SPH-I 197,,
4531,SPH-I 211,97.69,2.01
4532,SPH-I 227,89.81,6.71
4533,SPH-I 240,96.02,2.3
4534,SPH-I 246,100.0,0.0
4535,SPH-I 247,94.64,4.11
4536,SPH-I 249,93.06,6.94
4537,SPH-I 250,100.0,0.0
4538,SPH-I 268,94.25,3.56
4539,SPH-I 270,68.47,29.94
4540,SPH-I 272,97.03,1.74
4541,SPH-I 275,94.79,3.5
4542,SPH-I 281,90.5,5.61
4543,SPH-I 290,93.38,4.5
4544,SPH-I 340,97.96,2.04
4545,SPH-I 350,,
4546,SPH-I 370,,
4547,SPH-I 371,80.92,15.54
4548,SPH-I 445,,
4549,SPH-I 447,100.0,0.0
4550,SPH-I 470,85.32,13.02
4551,SPH-K 150,40.62,44.24
4552,SPH-K 200,72.67,19.13
4553,SPH-K 205,37.29,35.08
4554,SPH-K 206,61.4,15.0
4555,SPH-K 212,46.04,27.7
4556,SPH-K 214,45.76,41.66
4557,SPH-K 216,52.05,37.11
4558,SPH-K 280,45.47,38.87
4559,SPH-K 290,83.67,13.04
4560,SPH-K 301,70.33,21.51
4561,SPH-K 305,,
4562,SPH-K 316,77.15,18.35
4563,SPH-K 317,56.29,33.97
4564,SPH-K 319,84.2,10.5
4565,SPH-K 325,87.22,9.2
4566,SPH-K 327,58.75,35.0
4567,SPH-K 335,50.28,34.88
4568,SPH-K 385,98.57,0.0
4569,SPH-K 391,29.92,29.86
4570,SPH-K 395,,
4571,SPH-K 398,33.07,44.87
4572,SPH-K 405,35.42,54.45
4573,SPH-K 409,27.69,39.17
4574,SPH-K 414,100.0,0.0
4575,SPH-K 416,60.39,33.45
4576,SPH-K 417,60.19,31.85
4577,SPH-K 419,36.32,55.38
4578,SPH-K 421,73.5,16.3
4579,SPH-K 450,73.6,26.4
4580,SPH-K 452,80.06,15.46
4581,SPH-K 455,100.0,0.0
4582,SPH-K 485,,
4583,SPH-K 488,63.85,36.17
4584,SPH-K 492,98.75,1.25
4585,SPH-K 496,,
4586,SPH-K 497,,
4587,SPH-K 506,,
4588,SPH-K 535,37.12,58.34
4589,SPH-K 542,94.28,5.72
4590,SPH-K 543,72.6,27.4
4591,SPH-K 550,84.29,11.76
4592,SPH-K 553,98.33,1.67
4593,SPH-K 557,,
4594,SPH-K 565,84.98,13.9
4595,SPH-K 577,,
4596,SPH-K 585,,
4597,SPH-K 586,,
4598,SPH-K 587,,
4599,SPH-K 588,,
4600,SPH-K 599,,
4601,SPH-K 607,,
4602,SPH-K 634,31.1,66.1
4603,SPH-K 664,100.0,0.0
4604,SPH-K 691,,
4605,SPH-K 693,100.0,0.0
4606,SPH-K 694,100.0,0.0
4607,SPH-K 695,95.0,5.0
4608,SPH-K 697,,
4609,SPH-K 791,,
4610,SPH-K 792,,
4611,SPH-K 799,,
4612,SPH-L 102,94.05,5.28
4613,SPH-M 211,30.22,43.67
4614,SPH-M 304,45.67,35.86
4615,SPH-M 318,24.66,46.52
4616,SPH-M 328,29.27,53.99
4617,SPH-M 333,37.75,43.88
4618,SPH-M 404,43.6,39.43
4619,SPH-M 411,30.22,46.85
4620,SPH-M 415,56.12,34.83
4621,SPH-M 418,36.93,54.83
4622,SPH-M 423,44.19,46.52
4623,SPH-M 425,53.0,33.58
4624,SPH-M 426,69.47,24.22
4625,SPH-M 428,35.66,42.68
4626,SPH-M 495,,
4627,SPH-M 497,,
4628,SPH-M 511,56.32,37.92
4629,SPH-M 514,66.08,33.92
4630,SPH-M 515,76.6,23.4
4631,SPH-M 518,62.1,33.35
4632,SPH-M 520,85.7,14.3
4633,SPH-M 522,85.12,14.88
4634,SPH-M 525,100.0,0.0
4635,SPH-M 581,94.64,2.5
4636,SPH-M 615,49.52,49.36
4637,SPH-M 687,,
4638,SPH-N 120,87.49,10.61
4639,SPH-N 220,51.46,32.83
4640,SPH-N 231,46.28,35.4
4641,SPH-N 321,57.03,40.17
4642,SPH-N 336,59.16,37.1
4643,SPH-N 350,50.1,42.52
4644,SPH-N 401,100.0,0.0
4645,SPH-N 430,44.28,37.98
4646,SPH-N 431,50.39,44.5
4647,SPH-N 491,,
4648,SPH-N 492,87.5,12.5
4649,SPH-N 496,,
4650,SPH-N 517,,
4651,SPH-N 530,77.1,14.6
4652,SPH-N 531,,
4653,SPH-N 536,,
4654,SPH-N 539,,
4655,SPH-N 620,,
4656,SPH-N 691,,
4657,SPH-N 692,,
4658,SPH-O 210,63.53,24.06
4659,SPH-O 214,82.15,10.85
4660,SPH-O 244,36.78,39.2
4661,SPH-O 279,56.12,24.48
4662,SPH-O 305,53.4,24.63
4663,SPH-O 310,28.95,39.98
4664,SPH-O 413,60.65,26.32
4665,SPH-O 517,,
4666,SPH-O 541,33.3,66.7
4667,SPH-P 309,55.17,34.71
4668,SPH-P 650,95.0,5.0
4669,SPH-P 680,100.0,0.0
4670,SPH-P 696,,
4671,SPH-Q 381,73.32,11.4
4672,SPH-Q 501,85.61,12.58
4673,SPH-Q 604,87.5,12.5
4674,SPH-Q 611,95.82,4.18
4675,SPH-Q 612,95.66,4.34
4676,SPH-Q 650,81.8,9.1
4677,SPH-Q 696,,
4678,SPH-Q 698,,
4679,SPH-R 142,65.84,22.42
4680,SPH-R 200,69.41,16.11
4681,SPH-R 210,37.27,46.49
4682,SPH-R 220,54.1,38.3
4683,SPH-R 230,51.45,30.93
4684,SPH-R 235,58.3,16.7
4685,SPH-R 311,46.03,39.18
4686,SPH-R 312,58.24,29.15
4687,SPH-R 314,59.31,33.52
4688,SPH-R 350,36.8,47.4
4689,SPH-R 388,24.35,39.75
4690,SPH-R 389,,
4691,SPH-R 391,,
4692,SPH-R 395,,
4693,SPH-R 396,,
4694,SPH-R 410,64.89,26.74
4695,SPH-R 413,50.28,36.45
4696,SPH-R 414,32.5,43.01
4697,SPH-R 426,35.2,39.82
4698,SPH-R 492,,
4699,SPH-R 497,,
4700,SPH-R 499,,
4701,SPH-R 510,76.99,17.19
4702,SPH-R 542,,
4703,SPH-R 544,33.93,59.13
4704,SPH-R 574,,
4705,SPH-R 598,,
4706,SPH-R 599,,
4707,SPH-R 691,,
4708,SPH-R 693,,
4709,SPH-R 695,,
4710,SPH-R 697,,
4711,SPH-R 698,,
4712,SPH-R 791,87.5,12.5
4713,SPH-R 792,,
4714,SPH-R 799,,
4715,SPH-S 101,79.0,19.33
4716,SPH-S 201,30.22,43.9
4717,SPH-S 214,79.53,16.48
4718,SPH-S 217,68.05,20.12
4719,SPH-S 345,67.48,29.12
4720,SPH-S 410,28.38,37.63
4721,SPH-S 415,81.44,16.74
4722,SPH-S 491,,
4723,SPH-S 492,,
4724,SPH-S 496,,
4725,SPH-S 502,89.4,9.77
4726,SPH-S 550,,
4727,SPH-S 590,61.55,26.9
4728,SPH-S 610,81.35,17.82
4729,SPH-S 650,50.0,50.0
4730,SPH-S 691,,
4731,SPH-S 692,,
4732,SPH-S 697,,
4733,SPH-S 698,,
4734,SPH-T 201,57.57,30.8
4735,SPH-T 203,56.16,34.04
4736,SPH-T 211,73.35,20.45
4737,SPH-T 302,39.5,50.55
4738,SPH-T 311,42.17,50.13
4739,SPH-T 321,52.81,35.76
4740,SPH-T 323,39.9,52.3
4741,SPH-T 345,,
4742,SPH-T 389,,
4743,SPH-T 425,,
4744,SPH-T 431,55.28,34.71
4745,SPH-V 215,50.0,50.0
4746,SPH-V 235,62.8,19.73
4747,SPH-V 241,65.05,29.44
4748,SPH-V 250,,
4749,SPH-V 341,,
4750,SPH-V 350,,
4751,SPH-V 492,,
4752,SPH-V 496,,
4753,SPH-V 541,61.52,32.45
4754,SPH-V 545,68.75,31.25
4755,SPH-V 546,76.17,14.3
4756,SPH-V 548,69.45,30.55
4757,SPH-V 549,33.3,66.7
4758,SPH-V 650,,
4759,SPH-V 691,,
4760,SPH-V 692,,
4761,SPH-V 696,,
4762,SPH-V 745,,
4763,SPH-V 791,,
4764,SPH-V 792,,
4765,SPH-V 799,,
4766,SPH-W 113,91.65,3.36
4767,SPH-W 116,64.6,30.02
4768,SPH-W 125,84.12,8.07
4769,SPH-W 132,90.67,6.05
4770,SPH-W 134,96.09,2.21
4771,SPH-W 135,94.43,1.16
4772,SPH-W 136,87.41,4.83
4773,SPH-W 144,90.31,5.47
4774,SPH-W 305,77.99,19.04
4775,SPH-W 331,37.47,54.63
4776,SPH-X 561,57.39,36.39
4777,SPH-X 590,72.16,23.69
4778,SPH-X 650,55.65,39.4
4779,SPH-X 660,95.3,2.45
4780,SPH-Y 225,55.93,35.48
4781,SPH-Y 250,75.0,12.5
4782,SPH-Y 378,64.48,29.33
4783,SPH-Y 397,70.82,24.37
4784,SPH-Y 470,73.02,22.75
4785,SPH-Y 560,72.33,24.17
4786,SPH-Y 562,73.13,18.03
4787,SPHS-A 100,57.72,30.86
4788,SPHS-A 150,50.15,34.33
4789,SPHS-A 200,49.42,34.53
4790,SPHS-A 250,62.02,30.11
4791,SPHS-A 500,71.4,28.6
4792,SPHS-A 600,,
4793,SPHS-A 700,,
4794,SPHS-G 901,,
4795,SPHS-S 106,60.9,31.3
4796,SPHS-S 108,44.1,38.75
4797,SPHS-S 111,44.13,35.78
4798,SPHS-S 201,40.62,39.84
4799,SPHS-S 307,44.87,40.88
4800,SPHS-S 311,52.22,38.4
4801,SPHS-S 333,49.75,36.96
4802,SPHS-S 350,45.7,46.2
4803,SPHS-S 375,52.81,34.64
4804,SPHS-S 399,98.81,1.19
4805,SPHS-S 415,84.74,13.17
4806,SPHS-S 425,55.29,38.52
4807,SPHS-S 427,53.9,40.95
4808,SPHS-S 429,84.99,13.76
4809,SPHS-S 501,59.11,37.85
4810,SPHS-S 511,100.0,0.0
4811,SPHS-S 513,93.75,6.25
4812,SPHS-S 515,83.38,16.07
4813,SPHS-S 516,66.22,33.78
4814,SPHS-S 517,,
4815,SPHS-S 518,53.2,46.8
4816,SPHS-S 520,96.38,3.62
4817,SPHS-S 524,100.0,0.0
4818,SPHS-S 531,53.45,46.14
4819,SPHS-S 532,83.01,16.99
4820,SPHS-S 542,89.34,8.44
4821,SPHS-S 550,74.85,24.72
4822,SPHS-S 555,88.08,11.41
4823,SPHS-S 561,89.35,10.58
4824,SPHS-S 567,61.77,38.23
4825,SPHS-S 570,79.63,20.37
4826,SPHS-S 571,32.38,63.01
4827,SPHS-S 578,53.4,43.87
4828,SPHS-S 579,58.28,40.18
4829,SPHS-S 580,70.2,29.6
4830,SPHS-S 670,91.21,8.79
4831,SPHS-S 672,95.32,4.68
4832,SPHS-S 673,95.14,4.86
4833,SPHS-S 674,90.18,9.82
4834,SPHS-S 678,53.45,46.55
4835,SPHS-S 680,86.66,13.34
4836,SPHS-S 681,,
4837,SPHS-S 682,,
4838,SPHS-S 683,,
4839,SPHS-S 771,100.0,0.0
4840,SPHS-S 778,87.92,10.82
4841,SPHS-S 780,,
4842,SPHS-S 880,,
4843,SPHS-X 471,,
4844,SPHS-X 476,71.4,28.6
4845,SPHS-X 490,,
4846,SPHS-X 498,,
4847,STAT-G 901,,
4848,STAT-S 100,43.07,32.35
4849,STAT-S 211,42.82,40.52
4850,STAT-S 301,42.79,41.16
4851,STAT-S 303,48.68,33.88
4852,STAT-S 350,25.55,47.75
